Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Annual Income_nan,Years in current job_nan,Bankruptcies_nan,Credit Score_nan,Term_Long Term,Term_Short Term,Credit Default
Rent,0.11920333285795578,8 years,-0.11095342154390785,-0.026674289431710546,-0.6415510732248957,-1.0129556860137943,1.6647792271904904,-0.3370990397177327,home improvements,Short Term,-0.35786453498633664,-0.43471811387633513,0.5791181882722515,-0.23698906140432088,0,0,0,0,0,1,0
Home Mortgage,-0.8455135400897975,5 years,-0.11095342154390785,2.4180161880163067,-0.35751972531977383,-0.13972693719225035,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36080508179081006,-0.16925028472679385,-0.402604930517942,-0.28080563607546044,0,0,0,0,1,0,0
Home Mortgage,1.0206082689187133,< 1 year,-0.11095342154390785,0.5844983299302937,-0.6983573428059201,0.25609777215249724,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35861500498166626,0.6882448760816209,1.7754989073445506,-0.23420705666329614,0,0,0,0,1,0,0
Own Home,-0.4094661557343143,10+ years,-0.11095342154390785,-1.4527437346097205,0.7644040989054572,-1.007707015876622,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36144460075836365,-0.6574456823093887,-1.3590051605248556,-0.248812581553676,0,1,0,0,1,0,1
Rent,0.24390118047079856,10+ years,-0.11095342154390785,-0.23039849588571198,-0.08768994480990826,-1.0683666464619415,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36487098901986864,-0.806707823580815,0.13026579205736374,-0.22516554125496577,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.8415711152477163,1.162047985972628,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.3663926031150824,-0.3716538130988602,-0.34298713606459147,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.8166223443385758,5 years,-0.11095342154390785,0.3807741234762923,0.02592259435214058,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Short Term,2.76051988315993,0.27130317188931047,-0.8087773585517392,-0.22447004006970958,0,0,0,0,0,1,0
Own Home,-0.7050864788275724,10+ years,-0.11095342154390785,-0.6378469087937149,-0.14449621439093244,0.34697474652753685,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3600704619423056,0.23059531517892146,-0.1679070308344989,-0.264113607629312,0,0,0,0,1,0,0
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-1.0452953217017178,-0.5421401014581031,-0.8725162693434567,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3650405166772158,-0.2999816835896731,-0.9993698294272182,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.6143895974179456,10+ years,-0.11095342154390785,0.5844983299302937,-0.2013024839719571,0.5874388198119858,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3511426944588388,0.7676281854963002,0.3301656823200748,-0.24185756970111416,0,0,0,0,1,0,0
Home Mortgage,0.0216427000028386,10+ years,-0.11095342154390785,-0.8415711152477163,0.42356648141931125,-0.8401244764969079,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35243482599349724,-0.604603178150822,-1.2130212222080017,-0.2585495981472626,0,0,0,0,1,0,0
Home Mortgage,0.22533231286587624,10+ years,-0.11095342154390785,0.9919467428382966,-0.826171449363225,-0.7682926766196077,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3634713521415266,-0.7032345490350245,0.3991747467857674,-0.2529855886652131,0,0,0,0,0,1,0
Rent,-0.8974668611546334,10+ years,-0.11095342154390785,-0.4341227023397134,-0.059286810019396174,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3633280116832818,-0.7505178304710269,-0.005572220621156368,-0.27524162659341095,0,0,0,0,1,0,1
Rent,0.48245680537924884,< 1 year,-0.11095342154390785,-0.4341227023397134,3.874547358466542,1.1084818024292713,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3662699367613922,-0.08131892316881698,0.33796379045532315,-0.2397710661453456,0,0,0,0,0,1,0
Rent,-0.40875006908465633,4 years,-0.11095342154390785,0.1770499170222909,-0.25810875355298124,0.9570951594728316,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3540570540642098,0.9439093447311565,6.528823143591432,-0.2265565436254781,1,0,0,1,0,1,0
Rent,0.2556548785824249,10+ years,-0.11095342154390785,-0.8415711152477163,-0.3717212927150301,-0.8887871467686906,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3558784426754643,-0.22029949123292045,-0.9903978125404271,-0.25089908510944453,0,0,0,0,0,1,0
Home Mortgage,0.3852665621705064,10+ years,-0.11095342154390785,-0.4341227023397134,-0.32911659052926173,-0.23255341761823964,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,2.76051988315993,0.03333257341051654,-0.022761598768746873,-0.23698906140432088,0,0,0,0,1,0,0
Home Mortgage,-0.40875006908465633,2 years,-0.11095342154390785,-0.026674289431710546,0.821210368486482,0.6309278009485558,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3617016487916584,0.5842336122400983,-0.6592716939802568,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.6793073594398876,2 years,-0.11095342154390785,-0.6378469087937149,-1.0107918255015542,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36777845725705477,-0.6341328128276681,-0.4078875198998844,-0.2265565436254781,0,0,0,0,0,1,0
Home Mortgage,1.0487825746862882,3 years,-0.11095342154390785,0.3807741234762923,-0.7835667471774566,0.9282274737183842,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,2.76051988315993,0.5683330397217965,1.10888643771848,-0.23212055310752758,0,0,0,0,1,0,0
Home Mortgage,0.2919036786409701,10+ years,-0.11095342154390785,-0.8415711152477163,-0.5563416688533591,-1.056519648152324,3.6705373322392743,5.428562985100957,debt consolidation,Long Term,-0.36425972466187284,-0.4292784443306003,-0.144177303928313,4.2733361249820305,0,0,0,0,1,0,1
Rent,-0.3251160869332309,2 years,-0.11095342154390785,-1.656467941063722,2.0141420296879935,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.3637387372270986,-0.5758506391233666,-1.004736269434271,-0.2515945862947007,0,0,0,0,1,0,0
Home Mortgage,-0.42094823477193244,4 years,-0.11095342154390785,0.1770499170222909,-0.5705432362486152,-0.3224556389678044,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,2.76051988315993,-0.7812429969161664,-1.3652939574081204,-0.22586104244022193,0,0,0,0,0,1,0
Home Mortgage,-0.9208754868055196,< 1 year,-0.11095342154390785,-0.8415711152477163,-0.2155040513672129,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36553738432334315,0.11014548952336511,-1.1737791296564293,-0.2265565436254781,0,0,0,0,0,1,0
Home Mortgage,-0.10330207404092069,10+ years,-0.11095342154390785,-0.4341227023397134,0.9490244750437866,-0.017732847003975222,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3551169464910389,-0.47967010836416557,-0.32370149228924605,-0.2446395744421389,0,0,0,0,1,0,1
Home Mortgage,-0.40875006908465633,9 years,-0.11095342154390785,-0.6378469087937149,0.054325729142652664,0.8414744544511229,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3472911087803289,1.2113498012983819,0.7926857304279247,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.40875006908465633,4 years,-0.11095342154390785,1.3993951557462996,-0.32911659052926173,0.26539541639548814,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35428929317203905,0.5984006636943746,1.5745928095805173,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.8224506114421946,10+ years,-0.11095342154390785,-0.23039849588571198,-0.25810875355298124,-0.8359255403871702,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3701249681239945,-0.5054338179708875,-0.5983961401502533,-0.22794754599599049,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,5 years,-0.11095342154390785,-0.4341227023397134,-1.1244043646636028,-0.7606446144197281,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3650577450976779,-0.22161457617804314,-0.9901462606650965,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.14947731662230998,2 years,-0.11095342154390785,0.5844983299302937,0.08272886393316475,-0.5135072319608744,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36342311256423265,-0.25861628440672274,0.2858087016367803,-0.30653917992993923,0,0,0,0,1,0,1
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-1.2490195281557193,-1.8202811670311514,-0.9717911159379718,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3617057836125693,-0.4918047558123432,-0.8019016072927029,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,1.0921428559552293,6 years,-0.11095342154390785,-0.23039849588571198,0.579783722767128,1.044597988759689,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.25372885489539804,-0.10770228200537704,-0.2189060305876601,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,< 1 year,-0.11095342154390785,-0.4341227023397134,-1.3090247408019322,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,buy a car,Short Term,-0.37065009037967966,-0.7495614050563922,-1.1539065315053123,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.8219073732941782,1 year,-0.11095342154390785,-0.026674289431710546,-0.42852756229605427,-0.20990915502643934,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3687632337706691,-0.7373669810198,-0.8527150861094827,-0.2745461254081548,0,0,0,0,0,1,1
Rent,-0.40168797316044386,< 1 year,-0.11095342154390785,0.1770499170222909,-0.41432599490079824,-0.46349490365381885,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3656800356447694,-0.4919840855775872,-0.6432562245842091,-0.23142505192227142,0,0,0,0,0,1,0
Rent,2.1181715616995547,1 year,-0.11095342154390785,2.2142919815623054,0.12533356611893312,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35782869987177546,-0.6151836343002183,-0.06359685319741311,-0.23003404955175905,0,0,0,0,0,1,1
Home Mortgage,0.11833909034974796,2 years,-0.11095342154390785,-0.23039849588571198,-0.6131479384343835,1.108931688441029,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35839792688384364,-0.2188648531109684,-0.6959144171534132,-0.2189060305876601,0,0,0,0,0,1,0
Home Mortgage,1.2977584949794156,10+ years,-0.11095342154390785,0.3807741234762923,2.184560838431067,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36816575214904307,1.8736146243444904,0.920557933720976,-0.2237745388844534,0,0,0,0,0,1,1
Own Home,-0.40875006908465633,4 years,-0.11095342154390785,2.2142919815623054,-1.0533965276873225,0.262396176317104,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3616830420975593,0.03410966905990723,-0.37485037360646656,-0.2265565436254781,1,0,0,1,1,0,1
Rent,-0.40875006908465633,2 years,-0.11095342154390785,-1.0452953217017178,-0.08768994480990826,-0.4089087342272274,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36768542378655933,-0.9107190874223376,-0.958115321873001,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-1.3189208934429504,10+ years,-0.11095342154390785,-0.4341227023397134,1.020032312020067,-0.9829632852299528,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36920634874495467,-0.6240305693855892,-1.2442136547489953,-0.22099253414342865,0,1,0,0,0,1,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,0.7882225363842952,-1.1102027972683468,-0.3292789101461283,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3568101556540554,-0.23966710587927292,-0.22978879216582473,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.10937646424146709,4 years,-0.11095342154390785,-0.8415711152477163,0.2957523748620061,-0.9876870883534079,3.6705373322392743,-0.3370990397177327,debt consolidation,Long Term,-0.3600208440913747,-0.6059182630959448,-0.8012308022918213,-0.2397710661453456,0,0,0,0,1,0,0
Home Mortgage,-0.40875006908465633,6 years,-0.11095342154390785,-0.6378469087937149,-1.0391949602920663,-1.0051576618099956,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.36727538737956106,-0.32239790424517367,-0.7391813397102751,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-0.3571918303092869,10+ years,-0.11095342154390785,0.9919467428382966,1.0768385816010912,1.1122308525272515,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35655793157849003,0.9745149579994666,0.6079628033101594,-0.26828661474084914,0,0,0,0,1,0,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,0.1770499170222909,0.9064197728580182,-0.13402838104332046,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36897893359485473,0.2561199184319847,-0.7953612585341074,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.6989627033408427,10+ years,-0.11095342154390785,-0.6378469087937149,-0.34331815792451775,-0.8366003694048065,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3597582829635321,-0.2393682229371996,-0.5241883369277285,-0.2397710661453456,0,0,0,0,1,0,0
Rent,0.4627273835490189,6 years,-0.11095342154390785,-0.23039849588571198,-1.6640639256833345,0.48463986612536913,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35512452699604224,0.6016285994687667,1.203218390967452,4.2107410183089735,0,0,0,0,1,0,1
Rent,-0.40875006908465633,2 years,-0.11095342154390785,0.5844983299302937,-0.7693651797822005,0.6744917630870856,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36091947850267847,0.4014965814564577,1.094967233950187,-0.2265565436254781,1,0,0,1,1,0,0
Rent,-0.8087708871694193,7 years,-0.11095342154390785,0.5844983299302937,-0.6557526406201519,-0.07081939639137459,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.19985589799510392,-0.8606808954949514,-0.23351155547803995,0,0,0,0,0,1,0
Rent,0.13816728275234455,10+ years,-0.11095342154390785,-0.8415711152477163,0.7928072336959694,-0.669842621046648,-0.3409788778582933,-0.3370990397177327,buy house,Short Term,2.76051988315993,-0.8774833042637822,-0.7177155796820646,-0.2237745388844534,0,1,0,0,0,1,0
Rent,0.7291856951510359,6 years,-0.11095342154390785,-0.6378469087937149,-1.1244043646636028,0.5157569819386046,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3472649215812265,-0.3588616231781212,-0.652563643971441,-0.2446395744421389,0,0,0,0,1,0,0
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,2.4180161880163067,-0.8971792863395054,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3616120610052554,-0.5628791194373837,-0.8247928279477869,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.8226728452300194,4 years,-0.11095342154390785,1.8068435686543023,-0.35751972531977383,-0.2668197355137785,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36854753394648343,-0.19961679164144527,-0.5768465294969326,-0.22029703295817246,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,1.8068435686543023,2.0567467318737616,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3563408534806674,0.08754993910262056,0.8414029436169496,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.6581704569534336,10+ years,-0.11095342154390785,-0.026674289431710546,0.18213983569995779,-0.1637958388212831,-0.3409788778582933,-0.3370990397177327,home improvements,Long Term,-0.36345963681561233,-0.20678998225120543,0.30073411290639546,-0.2404665673306018,0,0,0,0,1,0,1
Home Mortgage,0.4629743099799354,1 year,-0.11095342154390785,-1.2490195281557193,1.6022965752255671,-0.3291289481422091,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3481235860570582,0.25480483348686206,0.12615711142696406,-0.23907556496008942,0,0,0,0,0,1,1
Rent,-1.2390895783276392,< 1 year,-0.11095342154390785,-1.8601921475177234,-0.8971792863395054,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3698527590806931,-0.898225780443672,-1.0667857320158172,-0.2265565436254781,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.23039849588571198,-0.11609307960042034,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3472166820039326,2.2068093281678505,2.0132992801570713,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.05446002600563297,10+ years,-0.11095342154390785,1.1956709492922981,0.3241555096525187,0.22460575132946373,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36577651479935724,-0.34134708277262343,-0.17302191896622096,-0.24672607799790744,0,1,0,0,0,1,1
Home Mortgage,0.7413344755521287,2 years,-0.11095342154390785,0.9919467428382966,-0.1728993491814445,1.26009338839159,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3476508381995778,-0.28342356859881,0.9004337836945286,-0.22447004006970958,0,0,0,0,0,1,1
Own Home,0.30336106503549665,10+ years,-0.11095342154390785,-1.4527437346097205,-0.1728993491814445,-0.8645682831357387,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36448989635924667,-0.23195592597378073,-1.0330777807215177,-0.2481170803684198,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,4 years,-0.11095342154390785,-0.23039849588571198,-0.9539855559205298,-0.13545302008055293,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3624266207247041,-0.23368944703780611,-0.35338461357825596,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,0.7382972804518556,3 years,-0.11095342154390785,1.1956709492922981,-0.8829777189442494,0.5151571339229278,3.6705373322392743,2.545731972691612,debt consolidation,Long Term,-0.3600242897754671,-0.0702004777236887,1.2338238691326742,-0.28636964555750993,0,0,0,0,1,0,1
Home Mortgage,0.21271437224604203,10+ years,-0.11095342154390785,-0.23039849588571198,0.2957523748620061,-0.8470227286771914,-0.3409788778582933,-0.3370990397177327,home improvements,Long Term,-0.35791828765817846,-0.6831496153276959,-0.931786225588399,3.8769004493860053,0,0,0,0,1,0,1
Own Home,0.5634239820767759,3 years,-0.11095342154390785,0.9919467428382966,1.020032312020067,0.05964754701833573,-0.3409788778582933,-0.3370990397177327,major purchase,Short Term,-0.36499847933128826,0.27751993708443595,1.2365909397613108,-0.2272520448107343,0,0,0,0,0,1,1
Rent,-1.0547096123622735,6 years,-0.11095342154390785,-0.8415711152477163,-0.3717212927150301,-0.6352013981413112,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.366033562832652,-0.30649733172687194,-0.8919571786610552,-0.22516554125496577,0,0,0,0,0,1,0
Rent,-0.9831750253257576,10+ years,-0.11095342154390785,-0.4341227023397134,-0.6983573428059201,-0.9618936236793042,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.7377854171387027,-1.0639348107620703,-0.2265565436254781,0,0,0,0,0,1,0
Home Mortgage,0.8079799192564976,1 year,-0.11095342154390785,0.9919467428382966,1.3750714969014695,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3546400638126477,-0.16847318907740316,0.693490440922561,4.169010947193603,0,0,0,0,0,1,1
Rent,-0.8697617156057998,9 years,-0.11095342154390785,-1.656467941063722,0.5939852901623843,-0.1843406333582145,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36941171151686303,-0.8729402835442673,-1.1971734540621743,-0.22168803532868483,0,0,0,0,0,1,0
Rent,-0.6263169473652024,2 years,-0.11095342154390785,-0.8415711152477163,-0.7409620449916885,0.1375528080543639,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3607044678153113,-0.01012500636694721,-0.4596233555928763,-0.22933854836650286,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,3 years,-0.11095342154390785,0.3807741234762923,0.5371790205813601,-0.6945863516933173,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.35976930915262784,-0.684584253449648,-1.2184715128401646,-0.2265565436254781,1,0,0,1,1,0,0
Home Mortgage,0.04250798341528457,10+ years,-0.11095342154390785,-1.2490195281557193,0.12533356611893312,0.9158556083950496,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3582752605301534,1.1143323983013755,0.8472724873746633,-0.23072955073701523,0,0,0,0,0,1,1
Rent,-0.30501627545662613,3 years,-0.11095342154390785,-1.2490195281557193,-1.7350717626596148,-1.0164797931058958,-0.3409788778582933,-0.3370990397177327,business loan,Short Term,-0.36134812160377583,-0.535800324885539,-0.2598911665803857,4.134235887930793,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,4 years,-0.11095342154390785,-0.23039849588571198,0.19634140309521358,-0.4607955875832731,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36619137516408495,-0.21073523708657355,0.18887737900939186,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.40875006908465633,6 years,-0.11095342154390785,0.7882225363842952,-0.10189151220516404,1.6203771028074854,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3475805462440924,0.1559941328374156,-0.16413375270454,-0.2265565436254781,1,0,0,1,1,0,1
Rent,-0.40778705600408194,2 years,-0.11095342154390785,0.3807741234762923,-0.10189151220516404,-0.3323531312264721,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3685365077573877,-0.7527295642423697,-0.33435052167824114,-0.22238353651394102,0,0,0,0,0,1,0
Home Mortgage,-0.026261027594966343,10+ years,-0.11095342154390785,-0.6378469087937149,-0.28651188834349334,-0.8089323796817128,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35781629540904275,-0.3605951442421466,-0.060913633193886776,-0.21960153177291628,0,0,0,0,0,1,0
Home Mortgage,-0.24432175873734546,5 years,-0.11095342154390785,0.1770499170222909,-0.5421401014581031,-0.5236296672254209,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.3558798209491013,-0.39317338492814075,0.3406470104588495,-0.22933854836650286,0,0,0,0,1,0,0
Own Home,1.4743108930847277,10+ years,-0.11095342154390785,0.3807741234762923,-0.6131479384343835,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3581346766191826,12.332305863140075,0.9484801918826719,-0.2446395744421389,0,1,0,0,1,0,0
Rent,0.24772854015000462,10+ years,-0.11095342154390785,-0.6378469087937149,1.4744824686682618,0.30048652531258263,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3592524565387645,0.34662167329179233,-0.06217139257053974,-0.2578540969620064,0,0,0,0,1,0,0
Home Mortgage,0.642539210542429,2 years,-0.11095342154390785,-0.23039849588571198,2.1561577036405546,-1.0781891577186495,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.36688051198256943,-0.38492421572691654,0.8627010023949397,-0.22238353651394102,0,0,0,0,0,1,0
Home Mortgage,0.3260782966798165,10+ years,3.5711291518158657,-0.6378469087937149,-0.2155040513672129,-0.05724783503668634,3.6705373322392743,2.545731972691612,home improvements,Short Term,-0.3623687332319514,-0.5076455517422302,-1.1570928552595,-0.2515945862947007,0,0,0,0,0,1,0
Rent,-0.40875006908465633,5 years,7.253211725175639,0.5844983299302937,-0.5279385340628471,0.20158658372786542,5.676295437288058,2.545731972691612,debt consolidation,Short Term,-0.36167270504528204,-0.5456036853855445,-0.628833917065255,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.7511868401456979,5 years,-0.11095342154390785,0.1770499170222909,-1.1812106342446274,-0.7594449183883744,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3522163696220377,-0.5583958753062835,0.6631365146326694,3.911675508648815,0,0,0,0,1,0,1
Home Mortgage,0.9160843107117502,9 years,-0.11095342154390785,0.9919467428382966,1.0058307446248107,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3624817516701828,-0.2999816835896731,0.2571317878490927,-0.22168803532868483,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,4 years,-0.11095342154390785,0.5844983299302937,-0.25810875355298124,0.42045612844794844,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36736359689232706,0.5092737703681044,1.5369438789060386,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.18271281088968483,< 1 year,-0.11095342154390785,-0.026674289431710546,-1.877087436612176,-0.7209046833811381,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3664084532619076,-0.6905619122911149,-0.9046186230526949,-0.2404665673306018,0,0,0,0,0,1,0
Rent,0.19493566922005257,2 years,-0.11095342154390785,-0.6378469087937149,-0.22970561876246917,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3635981533161277,-0.21480004509877096,-0.7360788665811978,-0.24255307088637035,0,0,0,0,1,0,1
Home Mortgage,0.3712658335375397,2 years,-0.11095342154390785,0.7882225363842952,-0.04508524262413988,1.147696866454144,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.21326010453866767,1.2282897278754012,-0.22168803532868483,0,0,0,0,0,1,0
Home Mortgage,1.9514962208309032,< 1 year,-0.11095342154390785,0.5844983299302937,1.460280901273006,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35171329974454396,7.51377484762209,3.2915182093369233,-0.22794754599599049,0,0,0,0,1,0,0
Own Home,-0.4585057449143352,7 years,-0.11095342154390785,-0.8415711152477163,-0.27231032094823754,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3667523325343313,-0.7158474091905195,-1.1153352439546216,-0.24116206851585797,0,0,0,0,0,1,0
Home Mortgage,-0.24693917890506056,5 years,-0.11095342154390785,2.4180161880163067,0.5939852901623843,-0.025605852209733604,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36855718186194225,-0.6049020610928953,0.00843083377224663,-0.23838006377483326,0,0,0,0,0,1,1
Rent,-0.4592465242070847,6 years,-0.11095342154390785,0.3807741234762923,-0.8971792863395054,0.29051405205195535,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3568487473158905,0.3752546591424184,0.49971164629289433,-0.2648091088145682,0,0,0,0,1,0,0
Home Mortgage,-0.45880205663143503,7 years,-0.11095342154390785,0.3807741234762923,-0.9113808537347615,1.215629654229545,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3641818522013841,-0.3021934173610158,0.03853320818680757,-0.24394407325688272,0,0,0,0,1,0,0
Rent,-0.21157931399781485,10+ years,-0.11095342154390785,0.1770499170222909,-0.7267604775964324,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35241759757303515,-0.7611580632088379,1.4805962588319859,-0.25576759340623784,0,0,0,0,1,0,0
Home Mortgage,0.3810688128449256,10+ years,-0.11095342154390785,-0.026674289431710546,-0.5421401014581031,1.3021577304909275,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.3541528440819791,-0.4518739947513449,0.040294071314121715,-0.22586104244022193,0,0,0,0,1,0,1
